population,cohort,site,sex,id,group,Rx(ppm),age_initiation(mo),status,dead,age(days)
UM-HET3,C2018,UT,m,UT11488,Fis_On,600,20 (continuous),dead,True,209
UM-HET3,C2018,UT,m,UT11489,Fis_On,600,20 (continuous),dead,True,315
UM-HET3,C2018,UT,m,UT11490,Fis_On,600,20 (continuous),dead,True,303
UM-HET3,C2018,UT,m,UT11502,Fis_On,600,20 (continuous),dead,True,1006
UM-HET3,C2018,UT,m,UT11503,Fis_On,600,20 (continuous),dead,True,925
UM-HET3,C2018,UT,m,UT11504,Fis_On,600,20 (continuous),dead,True,859
UM-HET3,C2018,UT,m,UT11526,Fis_On,600,20 (continuous),dead,True,465
UM-HET3,C2018,UT,m,UT11527,Fis_On,600,20 (continuous),dead,True,411
UM-HET3,C2018,UT,m,UT11528,Fis_On,600,20 (continuous),dead,True,666
UM-HET3,C2018,UT,m,UT11537,Fis_On,600,20 (continuous),dead,True,896
UM-HET3,C2018,UT,m,UT11538,Fis_On,600,20 (continuous),dead,True,570
UM-HET3,C2018,UT,m,UT11539,Fis_On,600,20 (continuous),dead,True,898
UM-HET3,C2018,UT,m,UT11604,Fis_On,600,20 (continuous),dead,True,996
UM-HET3,C2018,UT,m,UT11605,Fis_On,600,20 (continuous),dead,True,438
UM-HET3,C2018,UT,m,UT11606,Fis_On,600,20 (continuous),dead,True,735
UM-HET3,C2018,UT,m,UT11652,Fis_On,600,20 (continuous),dead,True,805
UM-HET3,C2018,UT,m,UT11653,Fis_On,600,20 (continuous),dead,True,474
UM-HET3,C2018,UT,m,UT11654,Fis_On,600,20 (continuous),dead,True,677
UM-HET3,C2018,UT,m,UT11665,Fis_On,600,20 (continuous),dead,True,121
UM-HET3,C2018,UT,m,UT11666,Fis_On,600,20 (continuous),dead,True,974
UM-HET3,C2018,UT,m,UT11667,Fis_On,600,20 (continuous),dead,True,715
UM-HET3,C2018,UT,m,UT11692,Fis_On,600,20 (continuous),dead,True,865
UM-HET3,C2018,UT,m,UT11693,Fis_On,600,20 (continuous),dead,True,686
UM-HET3,C2018,UT,m,UT11694,Fis_On,600,20 (continuous),dead,True,721
UM-HET3,C2018,UT,m,UT11764,Fis_On,600,20 (continuous),dead,True,482
UM-HET3,C2018,UT,m,UT11765,Fis_On,600,20 (continuous),dead,True,358
UM-HET3,C2018,UT,m,UT11766,Fis_On,600,20 (continuous),dead,True,640
UM-HET3,C2018,UT,m,UT11799,Fis_On,600,20 (continuous),removed,False,382
UM-HET3,C2018,UT,m,UT11800,Fis_On,600,20 (continuous),removed,False,382
UM-HET3,C2018,UT,m,UT11801,Fis_On,600,20 (continuous),removed,False,382
UM-HET3,C2018,TJL,f,JL17005,SG1002,240,18,dead,True,977
UM-HET3,C2018,TJL,f,JL17006,SG1002,240,18,dead,True,866
UM-HET3,C2018,TJL,f,JL17007,SG1002,240,18,dead,True,736
UM-HET3,C2018,TJL,f,JL17008,SG1002,240,18,dead,True,1141
UM-HET3,C2018,TJL,f,JL17073,SG1002,240,18,dead,True,802
UM-HET3,C2018,TJL,f,JL17074,SG1002,240,18,dead,True,808
UM-HET3,C2018,TJL,f,JL17075,SG1002,240,18,dead,True,904
UM-HET3,C2018,TJL,f,JL17076,SG1002,240,18,dead,True,790
UM-HET3,C2018,TJL,f,JL17124,SG1002,240,18,dead,True,746
UM-HET3,C2018,TJL,f,JL17125,SG1002,240,18,dead,True,638
UM-HET3,C2018,TJL,f,JL17126,SG1002,240,18,dead,True,911
UM-HET3,C2018,TJL,f,JL17127,SG1002,240,18,dead,True,906
UM-HET3,C2018,TJL,f,JL17191,SG1002,240,18,dead,True,619
UM-HET3,C2018,TJL,f,JL17192,SG1002,240,18,dead,True,646
UM-HET3,C2018,TJL,f,JL17193,SG1002,240,18,dead,True,924
UM-HET3,C2018,TJL,f,JL17194,SG1002,240,18,dead,True,1084
UM-HET3,C2018,TJL,f,JL17281,SG1002,240,18,dead,True,845
UM-HET3,C2018,TJL,f,JL17282,SG1002,240,18,dead,True,829
UM-HET3,C2018,TJL,f,JL17283,SG1002,240,18,dead,True,1244
UM-HET3,C2018,TJL,f,JL17284,SG1002,240,18,dead,True,836
UM-HET3,C2018,TJL,f,JL17315,SG1002,240,18,dead,True,817
UM-HET3,C2018,TJL,f,JL17316,SG1002,240,18,dead,True,887
UM-HET3,C2018,TJL,f,JL17317,SG1002,240,18,dead,True,979
UM-HET3,C2018,TJL,f,JL17318,SG1002,240,18,dead,True,836
UM-HET3,C2018,TJL,f,JL17447,SG1002,240,18,dead,True,797
UM-HET3,C2018,TJL,f,JL17448,SG1002,240,18,dead,True,878
UM-HET3,C2018,TJL,f,JL17449,SG1002,240,18,dead,True,704
UM-HET3,C2018,TJL,f,JL17450,SG1002,240,18,dead,True,683
UM-HET3,C2018,TJL,f,JL17485,SG1002,240,18,dead,True,1120
UM-HET3,C2018,TJL,f,JL17486,SG1002,240,18,dead,True,1225
UM-HET3,C2018,TJL,f,JL17487,SG1002,240,18,dead,True,983
UM-HET3,C2018,TJL,f,JL17488,SG1002,240,18,dead,True,1186
UM-HET3,C2018,TJL,f,JL17559,SG1002,240,18,dead,True,1218
UM-HET3,C2018,TJL,f,JL17560,SG1002,240,18,dead,True,684
UM-HET3,C2018,TJL,f,JL17561,SG1002,240,18,dead,True,946
UM-HET3,C2018,TJL,f,JL17562,SG1002,240,18,dead,True,600
UM-HET3,C2018,TJL,f,JL17617,SG1002,240,18,dead,True,1080
UM-HET3,C2018,TJL,f,JL17618,SG1002,240,18,dead,True,1122
UM-HET3,C2018,TJL,f,JL17619,SG1002,240,18,dead,True,975
UM-HET3,C2018,TJL,f,JL17620,SG1002,240,18,dead,True,1020
UM-HET3,C2018,TJL,f,JL17625,SG1002,240,18,dead,True,808
UM-HET3,C2018,TJL,f,JL17626,SG1002,240,18,dead,True,1215
UM-HET3,C2018,TJL,f,JL17627,SG1002,240,18,dead,True,1032
UM-HET3,C2018,TJL,f,JL17628,SG1002,240,18,dead,True,897
UM-HET3,C2018,TJL,f,JL17670,SG1002,240,18,dead,True,676
UM-HET3,C2018,TJL,f,JL17671,SG1002,240,18,dead,True,933
UM-HET3,C2018,TJL,f,JL17672,SG1002,240,18,dead,True,1150
UM-HET3,C2018,TJL,f,JL17673,SG1002,240,18,dead,True,824
UM-HET3,C2018,TJL,m,JL17016,SG1002,240,18,dead,True,967
UM-HET3,C2018,TJL,m,JL17017,SG1002,240,18,dead,True,1262
UM-HET3,C2018,TJL,m,JL17018,SG1002,240,18,dead,True,945
UM-HET3,C2018,TJL,m,JL17051,SG1002,240,18,dead,True,1087
UM-HET3,C2018,TJL,m,JL17052,SG1002,240,18,dead,True,803
UM-HET3,C2018,TJL,m,JL17053,SG1002,240,18,dead,True,705
UM-HET3,C2018,TJL,m,JL17060,SG1002,240,18,dead,True,544
UM-HET3,C2018,TJL,m,JL17061,SG1002,240,18,dead,True,345
UM-HET3,C2018,TJL,m,JL17062,SG1002,240,18,dead,True,615
UM-HET3,C2018,TJL,m,JL17182,SG1002,240,18,dead,True,850
UM-HET3,C2018,TJL,m,JL17183,SG1002,240,18,dead,True,969
UM-HET3,C2018,TJL,m,JL17184,SG1002,240,18,dead,True,548
UM-HET3,C2018,TJL,m,JL17209,SG1002,240,18,dead,True,855
UM-HET3,C2018,TJL,m,JL17210,SG1002,240,18,dead,True,924
UM-HET3,C2018,TJL,m,JL17211,SG1002,240,18,dead,True,247
UM-HET3,C2018,TJL,m,JL17212,SG1002,240,18,dead,True,626
UM-HET3,C2018,TJL,m,JL17213,SG1002,240,18,dead,True,443
UM-HET3,C2018,TJL,m,JL17214,SG1002,240,18,dead,True,752
UM-HET3,C2018,TJL,m,JL17243,SG1002,240,18,dead,True,401
UM-HET3,C2018,TJL,m,JL17244,SG1002,240,18,dead,True,794
UM-HET3,C2018,TJL,m,JL17245,SG1002,240,18,dead,True,275
UM-HET3,C2018,TJL,m,JL17261,SG1002,240,18,dead,True,451
UM-HET3,C2018,TJL,m,JL17262,SG1002,240,18,dead,True,903
UM-HET3,C2018,TJL,m,JL17263,SG1002,240,18,dead,True,785
UM-HET3,C2018,TJL,m,JL17323,SG1002,240,18,dead,True,1003
UM-HET3,C2018,TJL,m,JL17324,SG1002,240,18,dead,True,1031
UM-HET3,C2018,TJL,m,JL17325,SG1002,240,18,dead,True,478
UM-HET3,C2018,TJL,m,JL17385,SG1002,240,18,dead,True,841
UM-HET3,C2018,TJL,m,JL17386,SG1002,240,18,dead,True,484
UM-HET3,C2018,TJL,m,JL17387,SG1002,240,18,dead,True,862
UM-HET3,C2018,TJL,m,JL17388,SG1002,240,18,dead,True,767
UM-HET3,C2018,TJL,m,JL17389,SG1002,240,18,dead,True,753
UM-HET3,C2018,TJL,m,JL17390,SG1002,240,18,dead,True,508
UM-HET3,C2018,TJL,m,JL17440,SG1002,240,18,dead,True,607
UM-HET3,C2018,TJL,m,JL17441,SG1002,240,18,dead,True,286
UM-HET3,C2018,TJL,m,JL17442,SG1002,240,18,dead,True,384
UM-HET3,C2018,TJL,m,JL17468,SG1002,240,18,dead,True,1095
UM-HET3,C2018,TJL,m,JL17469,SG1002,240,18,dead,True,859
UM-HET3,C2018,TJL,m,JL17470,SG1002,240,18,dead,True,1125
UM-HET3,C2018,TJL,m,JL17474,SG1002,240,18,dead,True,511
UM-HET3,C2018,TJL,m,JL17475,SG1002,240,18,dead,True,477
UM-HET3,C2018,TJL,m,JL17476,SG1002,240,18,dead,True,394
UM-HET3,C2018,TJL,m,JL17549,SG1002,240,18,dead,True,315
UM-HET3,C2018,TJL,m,JL17550,SG1002,240,18,dead,True,876
UM-HET3,C2018,TJL,m,JL17551,SG1002,240,18,dead,True,219
UM-HET3,C2018,TJL,m,JL17607,SG1002,240,18,dead,True,1002
UM-HET3,C2018,TJL,m,JL17608,SG1002,240,18,dead,True,750
UM-HET3,C2018,TJL,m,JL17609,SG1002,240,18,dead,True,747
UM-HET3,C2018,TJL,m,JL17685,SG1002,240,18,dead,True,339
UM-HET3,C2018,TJL,m,JL17686,SG1002,240,18,dead,True,707
UM-HET3,C2018,TJL,m,JL17687,SG1002,240,18,dead,True,337
UM-HET3,C2018,TJL,m,JL17708,SG1002,240,18,dead,True,764
UM-HET3,C2018,TJL,m,JL17709,SG1002,240,18,dead,True,426
UM-HET3,C2018,TJL,m,JL17710,SG1002,240,18,dead,True,1003
UM-HET3,C2018,UM,f,UM80059,SG1002,240,18,dead,True,652
UM-HET3,C2018,UM,f,UM80066,SG1002,240,18,dead,True,836
UM-HET3,C2018,UM,f,UM80073,SG1002,240,18,dead,True,928
UM-HET3,C2018,UM,f,UM80080,SG1002,240,18,dead,True,981
UM-HET3,C2018,UM,f,UM80493,SG1002,240,18,dead,True,951
UM-HET3,C2018,UM,f,UM80500,SG1002,240,18,dead,True,595
UM-HET3,C2018,UM,f,UM80507,SG1002,240,18,dead,True,822
UM-HET3,C2018,UM,f,UM80514,SG1002,240,18,dead,True,885
UM-HET3,C2018,UM,f,UM81151,SG1002,240,18,dead,True,807
UM-HET3,C2018,UM,f,UM81158,SG1002,240,18,dead,True,886
UM-HET3,C2018,UM,f,UM81165,SG1002,240,18,dead,True,991
UM-HET3,C2018,UM,f,UM81172,SG1002,240,18,dead,True,811
UM-HET3,C2018,UM,f,UM81550,SG1002,240,18,dead,True,965
UM-HET3,C2018,UM,f,UM81557,SG1002,240,18,dead,True,885
UM-HET3,C2018,UM,f,UM81564,SG1002,240,18,dead,True,698
UM-HET3,C2018,UM,f,UM81571,SG1002,240,18,dead,True,843
UM-HET3,C2018,UM,f,UM81844,SG1002,240,18,dead,True,1120
UM-HET3,C2018,UM,f,UM81851,SG1002,240,18,dead,True,895
UM-HET3,C2018,UM,f,UM81858,SG1002,240,18,dead,True,909
UM-HET3,C2018,UM,f,UM81865,SG1002,240,18,dead,True,1098
UM-HET3,C2018,UM,f,UM82047,SG1002,240,18,dead,True,883
UM-HET3,C2018,UM,f,UM82054,SG1002,240,18,dead,True,1267
UM-HET3,C2018,UM,f,UM82061,SG1002,240,18,dead,True,860
UM-HET3,C2018,UM,f,UM82068,SG1002,240,18,dead,True,768
UM-HET3,C2018,UM,f,UM83181,SG1002,240,18,dead,True,687
UM-HET3,C2018,UM,f,UM83188,SG1002,240,18,dead,True,874
UM-HET3,C2018,UM,f,UM83195,SG1002,240,18,dead,True,987
UM-HET3,C2018,UM,f,UM83202,SG1002,240,18,dead,True,778
UM-HET3,C2018,UM,f,UM83482,SG1002,240,18,dead,True,866
UM-HET3,C2018,UM,f,UM83489,SG1002,240,18,dead,True,351
UM-HET3,C2018,UM,f,UM83496,SG1002,240,18,dead,True,626
UM-HET3,C2018,UM,f,UM83503,SG1002,240,18,dead,True,829
UM-HET3,C2018,UM,f,UM83636,SG1002,240,18,dead,True,857
UM-HET3,C2018,UM,f,UM83643,SG1002,240,18,dead,True,969
UM-HET3,C2018,UM,f,UM83650,SG1002,240,18,dead,True,886
UM-HET3,C2018,UM,f,UM83657,SG1002,240,18,dead,True,619
UM-HET3,C2018,UM,f,UM83902,SG1002,240,18,dead,True,854
UM-HET3,C2018,UM,f,UM83909,SG1002,240,18,dead,True,676
UM-HET3,C2018,UM,f,UM83916,SG1002,240,18,dead,True,771
UM-HET3,C2018,UM,f,UM83923,SG1002,240,18,dead,True,599
UM-HET3,C2018,UM,f,UM85029,SG1002,240,18,dead,True,730
UM-HET3,C2018,UM,f,UM85036,SG1002,240,18,dead,True,930
UM-HET3,C2018,UM,f,UM85043,SG1002,240,18,dead,True,892
UM-HET3,C2018,UM,f,UM85050,SG1002,240,18,dead,True,1186
UM-HET3,C2018,UM,f,UM85169,SG1002,240,18,dead,True,730
UM-HET3,C2018,UM,f,UM85176,SG1002,240,18,dead,True,1079
UM-HET3,C2018,UM,f,UM85183,SG1002,240,18,dead,True,799
UM-HET3,C2018,UM,f,UM85190,SG1002,240,18,dead,True,915
UM-HET3,C2018,UM,m,UM79940,SG1002,240,18,dead,True,295
UM-HET3,C2018,UM,m,UM79947,SG1002,240,18,dead,True,1035
UM-HET3,C2018,UM,m,UM79954,SG1002,240,18,dead,True,885
UM-HET3,C2018,UM,m,UM80241,SG1002,240,18,dead,True,909
UM-HET3,C2018,UM,m,UM80248,SG1002,240,18,dead,True,800
UM-HET3,C2018,UM,m,UM80255,SG1002,240,18,dead,True,230
UM-HET3,C2018,UM,m,UM80430,SG1002,240,18,dead,True,314
UM-HET3,C2018,UM,m,UM80437,SG1002,240,18,dead,True,791
UM-HET3,C2018,UM,m,UM80444,SG1002,240,18,dead,True,572
UM-HET3,C2018,UM,m,UM80822,SG1002,240,18,dead,True,1095
UM-HET3,C2018,UM,m,UM80829,SG1002,240,18,dead,True,907
UM-HET3,C2018,UM,m,UM80836,SG1002,240,18,dead,True,1097
UM-HET3,C2018,UM,m,UM80843,SG1002,240,18,removed,False,552
UM-HET3,C2018,UM,m,UM80850,SG1002,240,18,dead,True,365
UM-HET3,C2018,UM,m,UM80857,SG1002,240,18,dead,True,518
UM-HET3,C2018,UM,m,UM81228,SG1002,240,18,dead,True,479
UM-HET3,C2018,UM,m,UM81235,SG1002,240,18,dead,True,866
UM-HET3,C2018,UM,m,UM81242,SG1002,240,18,removed,False,40
UM-HET3,C2018,UM,m,UM81578,SG1002,240,18,dead,True,770
UM-HET3,C2018,UM,m,UM81585,SG1002,240,18,dead,True,557
UM-HET3,C2018,UM,m,UM81592,SG1002,240,18,removed,False,250
UM-HET3,C2018,UM,m,UM81676,SG1002,240,18,dead,True,860
UM-HET3,C2018,UM,m,UM81683,SG1002,240,18,dead,True,841
UM-HET3,C2018,UM,m,UM81690,SG1002,240,18,dead,True,207
UM-HET3,C2018,UM,m,UM81914,SG1002,240,18,dead,True,805
UM-HET3,C2018,UM,m,UM81921,SG1002,240,18,dead,True,1066
UM-HET3,C2018,UM,m,UM81928,SG1002,240,18,dead,True,292
UM-HET3,C2018,UM,m,UM82264,SG1002,240,18,dead,True,1004
UM-HET3,C2018,UM,m,UM82271,SG1002,240,18,dead,True,293
UM-HET3,C2018,UM,m,UM82278,SG1002,240,18,dead,True,940
UM-HET3,C2018,UM,m,UM82684,SG1002,240,18,dead,True,985
UM-HET3,C2018,UM,m,UM82691,SG1002,240,18,dead,True,769
UM-HET3,C2018,UM,m,UM82698,SG1002,240,18,dead,True,948
UM-HET3,C2018,UM,m,UM83013,SG1002,240,18,dead,True,927
UM-HET3,C2018,UM,m,UM83020,SG1002,240,18,dead,True,420
UM-HET3,C2018,UM,m,UM83027,SG1002,240,18,dead,True,756
UM-HET3,C2018,UM,m,UM83160,SG1002,240,18,dead,True,845
UM-HET3,C2018,UM,m,UM83167,SG1002,240,18,dead,True,340
UM-HET3,C2018,UM,m,UM83174,SG1002,240,18,dead,True,655
UM-HET3,C2018,UM,m,UM83307,SG1002,240,18,dead,True,1032
UM-HET3,C2018,UM,m,UM83314,SG1002,240,18,dead,True,754
UM-HET3,C2018,UM,m,UM83321,SG1002,240,18,dead,True,690
UM-HET3,C2018,UM,m,UM83391,SG1002,240,18,dead,True,675
UM-HET3,C2018,UM,m,UM83398,SG1002,240,18,dead,True,306
UM-HET3,C2018,UM,m,UM83405,SG1002,240,18,dead,True,1059
UM-HET3,C2018,UM,m,UM84000,SG1002,240,18,dead,True,354
UM-HET3,C2018,UM,m,UM84007,SG1002,240,18,dead,True,855
UM-HET3,C2018,UM,m,UM84014,SG1002,240,18,dead,True,736
UM-HET3,C2018,UM,m,UM84644,SG1002,240,18,dead,True,786
UM-HET3,C2018,UM,m,UM84651,SG1002,240,18,dead,True,1133
UM-HET3,C2018,UM,m,UM84658,SG1002,240,18,dead,True,843
UM-HET3,C2018,UT,f,UT11200,SG1002,240,18,dead,True,1021
UM-HET3,C2018,UT,f,UT11201,SG1002,240,18,dead,True,1043
UM-HET3,C2018,UT,f,UT11202,SG1002,240,18,dead,True,1076
UM-HET3,C2018,UT,f,UT11203,SG1002,240,18,dead,True,985
UM-HET3,C2018,UT,f,UT11287,SG1002,240,18,removed,False,638
UM-HET3,C2018,UT,f,UT11288,SG1002,240,18,removed,False,638
UM-HET3,C2018,UT,f,UT11289,SG1002,240,18,removed,False,638
UM-HET3,C2018,UT,f,UT11290,SG1002,240,18,removed,False,638
UM-HET3,C2018,UT,f,UT11373,SG1002,240,18,dead,True,1099
UM-HET3,C2018,UT,f,UT11374,SG1002,240,18,dead,True,954
UM-HET3,C2018,UT,f,UT11375,SG1002,240,18,dead,True,997
UM-HET3,C2018,UT,f,UT11376,SG1002,240,18,dead,True,1226
UM-HET3,C2018,UT,f,UT11412,SG1002,240,18,dead,True,909
UM-HET3,C2018,UT,f,UT11413,SG1002,240,18,dead,True,815
UM-HET3,C2018,UT,f,UT11414,SG1002,240,18,dead,True,948
UM-HET3,C2018,UT,f,UT11415,SG1002,240,18,dead,True,918
UM-HET3,C2018,UT,f,UT11498,SG1002,240,18,dead,True,755
UM-HET3,C2018,UT,f,UT11499,SG1002,240,18,dead,True,722
UM-HET3,C2018,UT,f,UT11500,SG1002,240,18,dead,True,931
UM-HET3,C2018,UT,f,UT11501,SG1002,240,18,dead,True,1090
UM-HET3,C2018,UT,f,UT11533,SG1002,240,18,dead,True,1042
UM-HET3,C2018,UT,f,UT11534,SG1002,240,18,dead,True,768
UM-HET3,C2018,UT,f,UT11535,SG1002,240,18,removed,False,558
UM-HET3,C2018,UT,f,UT11536,SG1002,240,18,dead,True,787
UM-HET3,C2018,UT,f,UT11668,SG1002,240,18,dead,True,746
UM-HET3,C2018,UT,f,UT11669,SG1002,240,18,dead,True,937
UM-HET3,C2018,UT,f,UT11670,SG1002,240,18,dead,True,808
UM-HET3,C2018,UT,f,UT11671,SG1002,240,18,dead,True,1047
UM-HET3,C2018,UT,f,UT11678,SG1002,240,18,dead,True,499
UM-HET3,C2018,UT,f,UT11679,SG1002,240,18,dead,True,975
UM-HET3,C2018,UT,f,UT11680,SG1002,240,18,dead,True,1244
UM-HET3,C2018,UT,f,UT11681,SG1002,240,18,dead,True,734
UM-HET3,C2018,UT,f,UT11792,SG1002,240,18,dead,True,1216
UM-HET3,C2018,UT,f,UT11793,SG1002,240,18,dead,True,537
UM-HET3,C2018,UT,f,UT11794,SG1002,240,18,dead,True,900
UM-HET3,C2018,UT,f,UT11795,SG1002,240,18,dead,True,950
UM-HET3,C2018,UT,f,UT11828,SG1002,240,18,dead,True,789
UM-HET3,C2018,UT,f,UT11829,SG1002,240,18,dead,True,714
UM-HET3,C2018,UT,f,UT11830,SG1002,240,18,dead,True,1040
UM-HET3,C2018,UT,f,UT11831,SG1002,240,18,dead,True,364
UM-HET3,C2018,UT,f,UT11922,SG1002,240,18,dead,True,858
UM-HET3,C2018,UT,f,UT11923,SG1002,240,18,dead,True,566
UM-HET3,C2018,UT,f,UT11924,SG1002,240,18,dead,True,917
UM-HET3,C2018,UT,f,UT11925,SG1002,240,18,dead,True,1124
UM-HET3,C2018,UT,f,UT11929,SG1002,240,18,dead,True,872
UM-HET3,C2018,UT,f,UT11930,SG1002,240,18,dead,True,942
UM-HET3,C2018,UT,f,UT11931,SG1002,240,18,dead,True,559
UM-HET3,C2018,UT,f,UT11932,SG1002,240,18,dead,True,764
UM-HET3,C2018,UT,m,UT11221,SG1002,240,18,dead,True,944
UM-HET3,C2018,UT,m,UT11222,SG1002,240,18,dead,True,668
UM-HET3,C2018,UT,m,UT11223,SG1002,240,18,dead,True,912
UM-HET3,C2018,UT,m,UT11263,SG1002,240,18,dead,True,760
UM-HET3,C2018,UT,m,UT11264,SG1002,240,18,dead,True,1129
UM-HET3,C2018,UT,m,UT11265,SG1002,240,18,dead,True,749
UM-HET3,C2018,UT,m,UT11294,SG1002,240,18,dead,True,1002
UM-HET3,C2018,UT,m,UT11295,SG1002,240,18,dead,True,756
UM-HET3,C2018,UT,m,UT11296,SG1002,240,18,dead,True,474
UM-HET3,C2018,UT,m,UT11339,SG1002,240,18,dead,True,890
UM-HET3,C2018,UT,m,UT11340,SG1002,240,18,dead,True,868
UM-HET3,C2018,UT,m,UT11341,SG1002,240,18,dead,True,859
UM-HET3,C2018,UT,m,UT11346,SG1002,240,18,dead,True,927
UM-HET3,C2018,UT,m,UT11347,SG1002,240,18,dead,True,945
UM-HET3,C2018,UT,m,UT11348,SG1002,240,18,dead,True,701
UM-HET3,C2018,UT,m,UT11419,SG1002,240,18,dead,True,919
UM-HET3,C2018,UT,m,UT11420,SG1002,240,18,dead,True,1192
UM-HET3,C2018,UT,m,UT11421,SG1002,240,18,dead,True,765
UM-HET3,C2018,UT,m,UT11435,SG1002,240,18,dead,True,933
UM-HET3,C2018,UT,m,UT11436,SG1002,240,18,dead,True,418
UM-HET3,C2018,UT,m,UT11437,SG1002,240,18,dead,True,1113
UM-HET3,C2018,UT,m,UT11495,SG1002,240,18,dead,True,647
UM-HET3,C2018,UT,m,UT11496,SG1002,240,18,dead,True,602
UM-HET3,C2018,UT,m,UT11497,SG1002,240,18,dead,True,436
UM-HET3,C2018,UT,m,UT11515,SG1002,240,18,dead,True,985
UM-HET3,C2018,UT,m,UT11516,SG1002,240,18,dead,True,755
UM-HET3,C2018,UT,m,UT11517,SG1002,240,18,dead,True,376
UM-HET3,C2018,UT,m,UT11540,SG1002,240,18,dead,True,702
UM-HET3,C2018,UT,m,UT11541,SG1002,240,18,dead,True,871
UM-HET3,C2018,UT,m,UT11542,SG1002,240,18,dead,True,652
UM-HET3,C2018,UT,m,UT11564,SG1002,240,18,dead,True,1002
UM-HET3,C2018,UT,m,UT11565,SG1002,240,18,dead,True,600
UM-HET3,C2018,UT,m,UT11566,SG1002,240,18,dead,True,807
UM-HET3,C2018,UT,m,UT11580,SG1002,240,18,dead,True,630
UM-HET3,C2018,UT,m,UT11581,SG1002,240,18,dead,True,910
UM-HET3,C2018,UT,m,UT11582,SG1002,240,18,dead,True,641
UM-HET3,C2018,UT,m,UT11655,SG1002,240,18,dead,True,711
UM-HET3,C2018,UT,m,UT11656,SG1002,240,18,dead,True,722
UM-HET3,C2018,UT,m,UT11657,SG1002,240,18,dead,True,516
UM-HET3,C2018,UT,m,UT11705,SG1002,240,18,dead,True,743
UM-HET3,C2018,UT,m,UT11706,SG1002,240,18,dead,True,766
UM-HET3,C2018,UT,m,UT11707,SG1002,240,18,dead,True,755
UM-HET3,C2018,UT,m,UT11722,SG1002,240,18,dead,True,640
UM-HET3,C2018,UT,m,UT11723,SG1002,240,18,dead,True,846
UM-HET3,C2018,UT,m,UT11724,SG1002,240,18,dead,True,467
UM-HET3,C2018,UT,m,UT11819,SG1002,240,18,dead,True,1005
UM-HET3,C2018,UT,m,UT11820,SG1002,240,18,dead,True,1036
UM-HET3,C2018,UT,m,UT11821,SG1002,240,18,dead,True,1041
UM-HET3,C2018,UT,m,UT11825,SG1002,240,18,dead,True,349
UM-HET3,C2018,UT,m,UT11826,SG1002,240,18,dead,True,923
UM-HET3,C2018,UT,m,UT11827,SG1002,240,18,dead,True,832
